DATE,AAPL US Equity,GOOG US Equity,MSFT US Equity,IBM US Equity,GE US Equity,UKX Index,SPX Index,SPTSX Index,DJI Index,DAX Index
2003-04-08,1.035,#N/A N/A,25.171,80.47,26.6843,3935.8,879.93,6434.33,8300.41,2808.94
2003-04-09,1.0321,#N/A N/A,25.58,80.07,26.9727,3868.8,878.29,6438.71,8298.92,2767.79
2003-04-10,1.0136,#N/A N/A,24.57,78.71,26.2422,3861.4,865.99,6414.51,8197.94,2734.1
2003-04-11,1.0264,#N/A N/A,24.59,79.01,26.3191,3803.3,871.58,6418.47,8221.33,2697.1
2003-04-14,0.9429,#N/A N/A,24.2,78.75,26.2998,3808.1,868.3,6432.08,8203.41,2733.95
2003-04-15,0.97,#N/A N/A,24.75,80.07,26.6843,3849.4,885.23,6462.43,8351.1,2776.78
2003-04-16,0.9564,#N/A N/A,24.61,82.79,27.2034,3916.8,890.81,6488.18,8402.36,2834.12
2003-04-17,0.9457,#N/A N/A,24.91,82.88,26.7516,3854.9,879.91,6481.44,8257.61,2824.68
2003-04-18,0.9457,#N/A N/A,24.91,82.88,26.7516,3854.9,879.91,6481.44,8257.61,2824.68
2003-04-21,0.9371,#N/A N/A,25.5,84.26,27.3861,3854.9,893.58,6525.68,8337.65,2824.68
2003-04-22,0.9386,#N/A N/A,25.21,83.36,27.0688,3889.2,892.01,6570.76,8328.9,2899.78
2003-04-23,0.965,#N/A N/A,25.74,85.63,27.8667,3917.7,911.37,6582.92,8484.99,2960.96
2003-04-24,0.97,#N/A N/A,25.72,85.75,28.2512,3966.5,919.02,6616.87,8515.66,2974.4
2003-04-25,0.96,#N/A N/A,25.49,85.2,27.9724,3899,911.43,6561.55,8440.04,2891.62
2003-04-28,0.9536,#N/A N/A,25.21,83.88,27.982,3870.2,898.81,6521.69,8306.35,2838.23
2003-04-29,0.99,#N/A N/A,25.74,85.12,28.3761,3940.3,914.84,6548.66,8471.61,2953.92
2003-04-30,1.0043,#N/A N/A,25.809,85.66,28.2608,3927.8,917.84,6545.39,8502.99,2908.96
2003-05-01,1.0157,#N/A N/A,25.56,84.9,28.3089,3926,916.92,6586.07,8480.09,2908.96
2003-05-02,1.0257,#N/A N/A,25.71,85.89,27.9724,3880.1,916.3,6569.31,8454.25,2942.04
2003-05-05,1.0321,#N/A N/A,26.13,87.57,27.9532,3880.1,930.08,6618.11,8582.68,2986
2003-05-06,1.1493,#N/A N/A,25.86,86.52,27.7129,3952.6,926.55,6659.67,8531.57,3013.04
2003-05-07,1.25,#N/A N/A,26.38,87.51,27.9916,4006.4,934.39,6693.71,8588.36,3066.95
2003-05-08,1.2607,#N/A N/A,25.99,86.68,27.7321,3992.9,929.62,6650.59,8560.63,3005.64
2003-05-09,1.2857,#N/A N/A,25.75,86.05,27.3668,3928.9,920.27,6620.77,8491.22,2886.08
2003-05-12,1.3071,#N/A N/A,26.35,87.55,27.8763,3969.4,933.41,6650.03,8604.6,2956.59
2003-05-13,1.3257,#N/A N/A,26.21,89,27.8475,3987.4,945.11,6717.5,8726.73,2937.26
2003-05-14,1.3336,#N/A N/A,25.99,89.98,27.4437,3999.9,942.3,6702.91,8679.25,2909.95
2003-05-15,1.325,#N/A N/A,25.63,88.7,27.5014,3975,939.28,6742.38,8647.82,2926.03
2003-05-16,1.3379,#N/A N/A,25.79,89.9,27.3764,4011.1,946.66,6758.43,8713.14,2989.38
2003-05-19,1.3429,#N/A N/A,25.57,88.99,26.7709,4049,944.3,6758.43,8678.97,2989.08
2003-05-20,1.2929,#N/A N/A,24.8,86.45,26.4825,3941.3,920.77,6742.03,8493.39,2850.68
2003-05-21,1.2707,#N/A N/A,24.63,85.77,26.6555,3971.6,919.73,6732.11,8491.36,2838.93
2003-05-22,1.275,#N/A N/A,24.03,86.18,26.5305,3936.4,923.42,6726.4,8516.43,2827.25
2003-05-23,1.3029,#N/A N/A,24.16,86.08,26.6555,3990.4,931.87,6779.34,8594.02,2865.21
2003-05-26,1.3029,#N/A N/A,24.16,86.08,26.6555,3990.4,931.87,6782.9,8594.02,2822.83
2003-05-27,1.3086,#N/A N/A,24.22,85.26,26.569,3979.8,933.22,6784.85,8601.38,2828.28
2003-05-28,1.3486,#N/A N/A,24.79,87.69,27.213,3992.4,951.48,6840.24,8781.35,2873.6
2003-05-29,1.3057,#N/A N/A,24.41,87.57,27.1746,4071.9,953.22,6836.21,8793.12,2919.54
2003-05-30,1.2929,#N/A N/A,24.4,87.36,27.1554,4083.6,949.64,6836.56,8711.18,2906.71
2003-06-02,1.2821,#N/A N/A,24.61,88.04,27.5879,4048.1,963.59,6859.8,8850.26,2982.68
2003-06-03,1.2464,#N/A N/A,24.639,87.33,27.8763,4129.3,967,6940.16,8897.81,3064.56
2003-06-04,1.2364,#N/A N/A,24.88,83.82,27.9244,4115.7,971.56,6931.25,8922.95,3026.82
2003-06-05,1.2571,#N/A N/A,24.87,84.25,28.2223,4126.6,986.24,7001.33,9038.98,3080.02
2003-06-06,1.26,#N/A N/A,24.09,81.9,28.6261,4104.3,990.14,7034.87,9041.3,3039.76
2003-06-09,1.225,#N/A N/A,23.67,80.05,29.1259,4150.8,987.76,7046.88,9062.79,3127.46
2003-06-10,1.1993,#N/A N/A,23.75,82,28.9721,4129.1,975.93,6972.42,8980,3094.76
2003-06-11,1.2271,#N/A N/A,24.68,81.71,29.4047,4113,984.84,7042.7,9054.89,3140.34
2003-06-12,1.2464,#N/A N/A,24.88,83.97,29.7796,4150.1,997.48,7100.77,9183.22,3178.15
2003-06-13,1.2693,#N/A N/A,24.99,83.95,29.8661,4161.3,998.51,7106.86,9196.55,3219.47
2003-06-16,1.2443,#N/A N/A,24.65,82.75,29.4624,4134.1,988.61,7010.55,9117.12,3168.71
2003-06-17,1.305,#N/A N/A,25.39,84.5,30.1256,4152.9,1010.74,7099.27,9318.96,3264.5
2003-06-18,1.2993,#N/A N/A,25.959,84.3,29.991,4190.4,1011.66,7121.02,9323.02,3286.48
2003-06-19,1.3657,#N/A N/A,26.07,84.7,29.5393,4207,1010.09,7103.49,9293.8,3304.15
2003-06-20,1.3671,#N/A N/A,26.07,84.55,28.703,4131.5,994.7,7078.48,9179.53,3247.11
2003-06-23,1.3714,#N/A N/A,26.33,84.92,28.8472,4160.1,995.69,7070.91,9200.75,3238.98
2003-06-24,1.3614,#N/A N/A,25.78,83.18,28.7126,4087.9,981.64,7014.66,9072.95,3186.39
2003-06-25,1.3414,#N/A N/A,25.7,83.63,28.7703,4060.9,983.45,6988.88,9109.85,3217.34
2003-06-26,1.3636,#N/A N/A,25.26,82.49,28.1262,4067.9,975.32,6970.62,9011.53,3198.82
2003-06-27,1.3779,#N/A N/A,25.75,84.35,28.0205,4041.7,985.82,6991.4,9079.04,3241.22
2003-06-30,1.3379,#N/A N/A,25.63,83.42,27.511,4067.8,976.22,6979.12,8989.05,3224.66
2003-07-01,1.3614,#N/A N/A,25.64,82.5,27.5687,4031.2,974.5,6979.12,8985.44,3220.58
2003-07-02,1.3636,#N/A N/A,26.15,83.59,27.5206,3963.9,982.32,6983.14,9040.95,3146.55
2003-07-03,1.3764,#N/A N/A,26.88,84.74,27.5014,4006.9,993.75,6990.3,9142.84,3241.04
2003-07-04,1.3764,#N/A N/A,26.88,84.74,27.5014,4024.8,993.75,6999.78,9142.84,3241.92
2003-07-07,1.3664,#N/A N/A,26.5,83.95,27.4437,4021.5,985.7,7001.88,9070.21,3239.61
2003-07-08,1.4193,#N/A N/A,27.42,86.09,28.1358,4074.8,1004.42,7068.43,9216.79,3332.87
2003-07-09,1.4571,#N/A N/A,27.7,86.25,27.6937,4073.6,1007.84,7089.6,9223.09,3344.46
2003-07-10,1.4207,#N/A N/A,27.47,85.47,27.2803,4054.7,1002.21,7117.29,9156.21,3322.43
2003-07-11,1.3986,#N/A N/A,26.91,84.03,27.0977,4028.8,988.7,7071.54,9036.04,3269.84
2003-07-14,1.4179,#N/A N/A,27.309,84.89,27.0304,4058.1,998.14,7077.56,9119.59,3326.51
2003-07-15,1.4214,#N/A N/A,27.4,85.42,26.9535,4127.6,1003.86,7115.98,9177.15,3396.07
2003-07-16,1.4007,#N/A N/A,27.27,86.44,26.5978,4102.5,1000.42,7116.08,9128.97,3384.69
2003-07-17,1.4193,#N/A N/A,27.52,86.74,26.3191,4077.1,994,7082.01,9094.59,3387.64
2003-07-18,1.4929,#N/A N/A,26.69,83.33,26.0499,4056.6,981.73,7069.35,9050.82,3330.68
2003-07-21,1.4899,#N/A N/A,26.89,83.72,26.7036,4073.2,993.32,7114.65,9188.15,3366.71
2003-07-22,1.4721,#N/A N/A,26.04,82.5,26.1076,4044.3,978.8,7135.96,9096.69,3287
2003-07-23,1.4857,#N/A N/A,26.38,81.85,26.3479,4079.7,988.11,7185.18,9158.45,3318.15
2003-07-24,1.485,#N/A N/A,26.45,82.3,26.3575,4086.5,988.61,7231.34,9194.24,3304.48
2003-07-25,1.465,#N/A N/A,26,81.51,26.3767,4149.6,981.6,7251.44,9112.51,3374.82
2003-07-28,1.5386,#N/A N/A,26.89,83.55,27.3284,4131.2,998.68,7262.62,9284.57,3356.89
2003-07-29,1.4993,#N/A N/A,26.61,82.54,27.2707,4148.8,996.52,7284.54,9266.51,3417.77
2003-07-30,1.48,#N/A N/A,26.47,81.8,26.8189,4137,989.28,7227.35,9204.46,3428.12
2003-07-31,1.4486,#N/A N/A,26.23,80.96,26.8862,4141.2,987.49,7204.99,9200.05,3429.03
2003-08-01,1.5057,#N/A N/A,26.41,81.25,27.338,4157,990.31,7257.92,9233.8,3487.86
2003-08-04,1.4807,#N/A N/A,26.17,81.27,27.3572,4098.4,980.15,7257.92,9153.97,3438.89
2003-08-05,1.515,#N/A N/A,26.18,81.13,27.3764,4100.1,982.82,7218.58,9186.04,3405.31
2003-08-06,1.4557,#N/A N/A,25.66,79.85,26.7228,4121,965.46,7189.54,9036.32,3438.36
2003-08-07,1.4021,#N/A N/A,25.65,79.75,26.6074,4070.4,967.08,7139.06,9061.74,3375.66
2003-08-08,1.4236,#N/A N/A,25.71,80.69,26.9919,4095.6,974.12,7180.27,9126.45,3331.89
2003-08-11,1.4029,#N/A N/A,25.58,80.88,26.9919,4147.8,977.59,7251.96,9191.09,3332.24
2003-08-12,1.4043,#N/A N/A,25.61,81.02,27.1842,4176.7,980.59,7317.81,9217.35,3339.58
2003-08-13,1.4071,#N/A N/A,25.73,81.51,27.2323,4185.6,990.35,7354.02,9310.06,3381.71
2003-08-14,1.4414,#N/A N/A,25.6,81.2,26.9343,4180.7,984.03,7372.28,9271.76,3398.89
2003-08-15,1.4264,#N/A N/A,25.63,81.56,27.4437,4237.8,990.51,7393.76,9310.56,3452.7
2003-08-18,1.4079,#N/A N/A,25.54,81.79,27.6648,4247.3,990.67,7390.55,9321.69,3443.93
2003-08-19,1.4529,#N/A N/A,25.7,83.52,28.6453,4272.1,999.74,7411.33,9412.45,3507.23
2003-08-20,1.4514,#N/A N/A,26.62,83.19,28.6934,4250.8,1002.35,7474.91,9428.9,3504.53
2003-08-21,1.5007,#N/A N/A,26.45,83.05,28.3089,4217.4,1000.3,7491.07,9397.51,3501.23
2003-08-22,1.5486,#N/A N/A,26.24,82.85,28.9913,4223.5,1003.27,7516.45,9423.68,3565.47
2003-08-25,1.4914,#N/A N/A,26.22,82.97,28.7222,4223.5,993.06,7467.18,9348.87,3549.05
2003-08-26,1.49,#N/A N/A,26.5,81.96,28.6934,4225.9,993.71,7441.15,9317.64,3500.09
2003-08-27,1.5036,#N/A N/A,26.57,82.5,28.7222,4177.4,996.73,7442.82,9340.45,3455.48
2003-08-28,1.5343,#N/A N/A,26.42,82,28.5972,4206.4,996.79,7500.61,9333.79,3483.08
2003-08-29,1.585,#N/A N/A,26.51,81.9,28.5299,4198,1002.84,7516.95,9374.21,3492.67
2003-09-01,1.585,#N/A N/A,26.51,81.9,28.5299,4161.1,1002.84,7516.95,9374.21,3484.58
2003-09-02,1.615,#N/A N/A,26.52,82.01,28.4242,4204.4,1008.01,7510.32,9415.82,3571.22
2003-09-03,1.6321,#N/A N/A,27.26,85.76,29.2605,4204.4,1021.99,7566.86,9523.27,3567.2
2003-09-04,1.6393,#N/A N/A,28.3,86.33,29.9141,4262.1,1026.27,7580.36,9568.46,3647.51
2003-09-05,1.6307,#N/A N/A,28.43,87.91,30.1064,4248.8,1027.97,7594.85,9587.9,3668.67
2003-09-08,1.6071,#N/A N/A,28.38,86.95,29.8372,4257.2,1021.39,7612.5,9503.34,3607.71
2003-09-09,1.6243,#N/A N/A,28.84,89.1,30.1641,4292.1,1031.64,7636.01,9586.29,3641.53
2003-09-10,1.5979,#N/A N/A,28.37,89.42,29.9526,4263.9,1023.16,7596.51,9507.2,3594.4
2003-09-11,1.5843,#N/A N/A,27.55,87.84,29.8276,4252.1,1010.92,7571.06,9420.46,3536.87
2003-09-12,1.6114,#N/A N/A,27.84,87.92,30.2602,4242.2,1016.42,7598.48,9459.76,3566.85
2003-09-15,1.65,#N/A N/A,28.34,88.7,30.3083,4237.8,1018.63,7580.07,9471.55,3508.06
2003-09-16,1.5864,#N/A N/A,28.36,88.49,30.1833,4260.9,1014.81,7575.29,9448.81,3516.31
2003-09-17,1.5971,#N/A N/A,28.9,90.29,30.6928,4299,1029.32,7625.37,9567.34,3564.75
2003-09-18,1.58,#N/A N/A,28.5,90.63,30.4909,4293,1025.97,7613.58,9545.65,3561.03
2003-09-19,1.6343,#N/A N/A,29.5,92,30.8658,4314.7,1039.58,7600.59,9659.13,3612.02
2003-09-22,1.6129,#N/A N/A,29.96,93.28,30.6928,4257,1036.3,7602.21,9644.82,3578.7
2003-09-23,1.5771,#N/A N/A,29.07,91.39,30.1833,4228.2,1022.82,7566.51,9535.41,3456.27
2003-09-24,1.6021,#N/A N/A,29.6,91.34,30.3371,4221.7,1029.03,7644.04,9576.04,3411.02
2003-09-25,1.5229,#N/A N/A,28.46,89.4,29.6162,4236.4,1009.38,7602.34,9425.51,3307.34
2003-09-26,1.4593,#N/A N/A,28.24,89.41,29.2028,4202.2,1003.27,7513.37,9343.96,3326.27
2003-09-29,1.4779,#N/A N/A,28.19,89.05,28.7126,4157.1,996.85,7433.08,9313.08,3324.85
2003-09-30,1.5214,#N/A N/A,28.83,89.45,29.1932,4142.7,1006.58,7445.62,9380.24,3323.38
2003-10-01,1.48,#N/A N/A,27.8,88.33,28.6549,4091.3,995.97,7421.13,9275.06,3256.78
2003-10-02,1.485,#N/A N/A,28.52,90.35,29.4431,4169.2,1018.22,7509.67,9469.2,3329.83
2003-10-03,1.4693,#N/A N/A,28.5,90.08,29.5585,4209.1,1020.24,7541.42,9487.8,3276.64
2003-10-06,1.5493,#N/A N/A,29.08,90.64,29.6258,4274,1029.85,7519.59,9572.31,3419
2003-10-07,1.5921,#N/A N/A,29.19,91.18,29.5969,4270.1,1034.35,7562.87,9594.98,3404.91
2003-10-08,1.6586,#N/A N/A,29.14,91.7,29.5393,4272,1039.25,7561.21,9654.61,3355.78
2003-10-09,1.6471,#N/A N/A,28.82,92.66,29.0298,4268.6,1033.78,7569.3,9630.9,3395.33
2003-10-10,1.675,#N/A N/A,28.94,92.45,28.9625,4313.9,1038.73,7604.49,9680.01,3481.9
2003-10-13,1.6914,#N/A N/A,28.91,92.67,28.1839,4311,1038.06,7604.49,9674.68,3471.25
2003-10-14,1.7393,#N/A N/A,28.78,93.2,27.809,4362.3,1045.35,7633.61,9764.38,3538.39
2003-10-15,1.7536,#N/A N/A,28.68,92.72,28.1551,4334.1,1049.48,7749.42,9812.98,3538.13
2003-10-16,1.7729,#N/A N/A,29.07,92.74,27.7321,4368.8,1046.76,7783.21,9803.05,3570.58
2003-10-17,1.6607,#N/A N/A,29.23,89.28,27.8955,4339.7,1050.07,7792.8,9791.72,3577.72
2003-10-20,1.625,#N/A N/A,28.93,89.23,27.4437,4344,1039.32,7717.47,9721.79,3516.67
2003-10-21,1.6586,#N/A N/A,29.35,89,27.6648,4347.5,1044.68,7719.85,9777.94,3559.33
2003-10-22,1.6557,#N/A N/A,29.353,88.93,27.7609,4352.3,1046.03,7768,9747.64,3580.08
2003-10-23,1.6257,#N/A N/A,28.89,88.46,27.2515,4285.6,1030.36,7711.24,9598.24,3490.6
2003-10-24,1.6421,#N/A N/A,28.91,88.15,27.2899,4240.2,1033.77,7650.2,9613.13,3497.14
2003-10-27,1.6143,#N/A N/A,26.61,88.42,27.2034,4239,1028.9,7614.4,9582.46,3452.64
2003-10-28,1.6143,#N/A N/A,26.91,88.52,27.1265,4251.3,1031.13,7664.19,9608.16,3517.1
2003-10-29,1.6943,#N/A N/A,27.2,89.9,27.4149,4272.9,1046.79,7719.17,9748.31,3586.93
2003-10-30,1.6921,#N/A N/A,26.74,89.34,27.7129,4265.7,1048.11,7730.48,9774.53,3615.42
2003-10-31,1.6493,#N/A N/A,26.12,89.12,27.7609,4300.9,1046.94,7739.41,9786.61,3639.66
2003-11-03,1.635,#N/A N/A,26.14,89.48,27.8859,4287.6,1050.71,7772.7,9801.12,3655.99
2003-11-04,1.6536,#N/A N/A,26.68,89.68,27.684,4332.6,1059.02,7843.47,9858.46,3744.5
2003-11-05,1.6364,#N/A N/A,26.07,89.14,27.5495,4330.3,1053.25,7863.69,9838.83,3741.71
2003-11-06,1.645,#N/A N/A,26.1,88.49,27.3284,4303.4,1051.81,7867.68,9820.83,3717.7
2003-11-07,1.6514,#N/A N/A,26.23,89.34,27.338,4324.2,1058.05,7870.87,9856.97,3733.93
2003-11-10,1.6071,#N/A N/A,26.1,88.26,27.0304,4376.9,1053.21,7860.44,9809.79,3782.56
2003-11-11,1.5643,#N/A N/A,26.001,89.95,27.0785,4341.8,1047.11,7815.46,9756.53,3746.24
2003-11-12,1.5386,#N/A N/A,25.8,89.36,27.0208,4345.1,1046.57,7772.24,9737.79,3729.87
2003-11-13,1.595,#N/A N/A,25.98,90.69,27.5879,4371.2,1058.56,7797.33,9848.83,3748.34
2003-11-14,1.6014,#N/A N/A,25.69,91.09,27.2419,4373,1058.41,7767.62,9837.94,3765.59
2003-11-17,1.5329,#N/A N/A,25.5,90.25,26.7997,4397,1050.35,7752.39,9768.68,3797.4
2003-11-18,1.5093,#N/A N/A,25.15,89.8,26.7324,4338.9,1043.63,7766.05,9710.83,3674.54
2003-11-19,1.4579,#N/A N/A,25.15,88.95,27.338,4354.7,1034.15,7737.39,9624.16,3666.28
2003-11-20,1.4586,#N/A N/A,25.35,89.4,28.3281,4327.4,1042.44,7801.09,9690.46,3652.29
2003-11-21,1.4554,#N/A N/A,25.1,88.39,27.8282,4308,1033.65,7809.78,9619.42,3638.04
2003-11-24,1.4486,#N/A N/A,25.11,88.63,27.4533,4319,1035.28,7783.59,9628.53,3642.25
2003-11-25,1.5107,#N/A N/A,25.73,89.66,27.636,4382.4,1052.08,7850.15,9747.79,3737.09
2003-11-26,1.4771,#N/A N/A,25.4,89.43,27.7898,4388.7,1053.89,7822.34,9763.94,3733.16
2003-11-27,1.4771,#N/A N/A,25.4,89.43,27.7898,4370.3,1053.89,7860.39,9763.94,3712.98
2003-11-28,1.48,#N/A N/A,25.45,89.91,27.6552,4361.1,1058.45,7880.5,9779.57,3744.99
2003-12-01,1.4936,#N/A N/A,25.71,90.54,27.5591,4342.6,1058.2,7859.39,9782.46,3745.95
2003-12-02,1.5507,#N/A N/A,25.84,91.01,27.9051,4410,1070.13,7924.57,9899.05,3821.2
2003-12-03,1.5386,#N/A N/A,25.66,90.75,28.3377,4378.9,1066.62,7927.6,9853.64,3809.26
2003-12-04,1.5021,#N/A N/A,25.67,90.3,28.3761,4392,1064.73,7959.88,9873.42,3875.66
2003-12-05,1.5107,#N/A N/A,26.2,91.42,28.0205,4378.2,1069.72,7993.34,9930.82,3874.78
2003-12-08,1.4893,#N/A N/A,25.98,90.64,27.9724,4367,1061.5,7990.28,9862.68,3841.73
2003-12-09,1.5036,#N/A N/A,26.24,91.2,28.232,4359.8,1069.3,7990.77,9965.27,3806.54
2003-12-10,1.4607,#N/A N/A,26.38,90.63,28.4146,4379.6,1060.18,7975.94,9923.42,3846.18
2003-12-11,1.4557,#N/A N/A,26.59,91.73,28.5684,4335.4,1059.05,7887.12,9921.86,3820.92
2003-12-12,1.515,#N/A N/A,26.61,92.4,29.222,4331.3,1071.21,7956.18,10008.16,3858.85
2003-12-15,1.4921,#N/A N/A,26.65,92.71,28.9433,4347.6,1074.14,7979.2,10042.16,3860.13
2003-12-16,1.4407,#N/A N/A,26.74,92.11,29.1548,4348,1068.04,7932.11,10022.82,3875.47
2003-12-17,1.4371,#N/A N/A,27.06,93.98,29.4624,4333,1075.13,7987.25,10129.56,3865.98
2003-12-18,1.42,#N/A N/A,27.04,93.4,29.5393,4354.2,1076.48,8040.17,10145.26,3847.57
2003-12-19,1.4314,#N/A N/A,27.4,92.73,29.6546,4397.3,1089.17,8124.66,10248.08,3870.88
2003-12-22,1.4071,#N/A N/A,27.36,93.14,29.6931,4412.3,1088.66,8113.82,10278.22,3898.42
2003-12-23,1.4179,#N/A N/A,27.18,93.39,29.7988,4424,1092.94,8135.43,10338,3876.94
2003-12-24,1.415,#N/A N/A,27.15,92.79,29.8949,4440.9,1096.02,8138.43,10341.26,3876.94
2003-12-25,1.415,#N/A N/A,27.15,92.79,29.8949,4440.9,1096.02,8138.43,10341.26,3876.94
2003-12-26,1.4579,#N/A N/A,27.04,92.27,29.7027,4440.9,1094.04,8138.43,10305.19,3876.94
2003-12-29,1.4843,#N/A N/A,27.21,92.9,29.5296,4444.7,1095.89,8136.78,10324.67,3903.34
2003-12-30,1.5107,#N/A N/A,27.46,93.52,29.6354,4457.5,1109.48,8260.54,10450,3952.72
2003-12-31,1.52,#N/A N/A,27.52,92.63,29.5296,4470.4,1109.64,8213.75,10425.04,3952.72
2004-01-01,1.52,#N/A N/A,27.52,92.63,29.5296,4470.4,1109.64,8213.75,10425.04,3952.72
2004-01-02,1.5264,#N/A N/A,27.37,92.68,29.7796,4476.9,1111.92,8220.89,10453.92,3965.16
2004-01-05,1.52,#N/A N/A,27.45,91.55,29.9141,4510.2,1108.48,8293.7,10409.85,4018.5
2004-01-06,1.5836,#N/A N/A,28.14,93.05,30.3563,4513.3,1122.22,8381.66,10544.07,4035.9
2004-01-07,1.5779,#N/A N/A,28.24,93.06,30.1545,4505.2,1123.67,8405.1,10538.66,4035.44
2004-01-08,1.6136,#N/A N/A,28.21,92.78,30.4524,4473,1126.33,8388.53,10529.03,4004.4
2004-01-09,1.6686,#N/A N/A,28.16,93.04,31.0004,4494.2,1131.92,8386.42,10592.44,4045.43
2004-01-12,1.6429,#N/A N/A,27.66,91.21,30.5678,4466.3,1121.86,8352.19,10458.89,4016.18
2004-01-13,1.695,#N/A N/A,27.57,91.55,30.8466,4449.6,1127.23,8380.37,10485.18,3995.91
2004-01-14,1.7229,#N/A N/A,27.43,89.7,30.3852,4440.1,1121.22,8380.34,10427.18,3996.22
2004-01-15,1.7286,#N/A N/A,27.7,90.31,30.76,4461.4,1130.52,8403.77,10538.37,4055.21
2004-01-16,1.6321,#N/A N/A,27.54,94.02,30.76,4456.1,1132.05,8423.94,10553.85,4068.75
2004-01-19,1.6321,#N/A N/A,27.54,94.02,30.76,4487.9,1132.05,8522.26,10553.85,4111.64
2004-01-20,1.6229,#N/A N/A,27.81,95.32,32.0577,4518.1,1139.83,8580.36,10600.51,4139.92
2004-01-21,1.6236,#N/A N/A,28.1,97.1,32.0673,4499.3,1138.77,8623.62,10528.66,4106.41
2004-01-22,1.615,#N/A N/A,28.3,97.7,32.5384,4511.2,1147.62,8621.88,10623.62,4138.04
2004-01-23,1.5843,#N/A N/A,28.01,97.51,32.2211,4476.8,1143.94,8589.11,10623.18,4139.86
2004-01-26,1.6114,#N/A N/A,28.48,97.9,31.9232,4460.8,1141.55,8604.73,10568.29,4151.83
2004-01-27,1.6436,#N/A N/A,28.8,99.85,32.8171,4445.5,1155.37,8594.92,10702.51,4128.68
2004-01-28,1.6479,#N/A N/A,28.25,98.8,32.8652,4447,1144.05,8588.18,10609.92,4134.42
2004-01-29,1.6086,#N/A N/A,27.71,97.38,32.4518,4468.1,1128.48,8535.71,10468.37,4150.24
2004-01-30,1.62,#N/A N/A,27.91,98.01,32.7114,4411.5,1134.12,8449.36,10510.29,4095.71
2004-02-02,1.6114,#N/A N/A,27.65,99.23,32.3269,4390.7,1131.13,8521.39,10488.07,4058.6
2004-02-03,1.5943,#N/A N/A,27.4,99.39,32.3269,4381.4,1135.26,8639.89,10499.18,4071.6
2004-02-04,1.59,#N/A N/A,27.29,100,31.9232,4390.6,1136.03,8660.7,10505.18,4057.51
2004-02-05,1.5564,#N/A N/A,27.01,100.19,31.8943,4398.5,1126.53,8538.12,10470.74,4028.37
2004-02-06,1.6014,#N/A N/A,26.96,98.86,32.2211,4384.4,1128.59,8548.41,10495.55,4014.79
2004-02-09,1.6221,#N/A N/A,27.08,98.94,31.8943,4402.7,1142.76,8638.61,10593.03,4044.99
2004-02-10,1.6191,#N/A N/A,26.9,98.95,31.6156,4434.4,1139.81,8695.2,10579.03,4098.97
2004-02-11,1.6414,#N/A N/A,27.02,99.61,31.2407,4404.9,1145.54,8751.51,10613.85,4110.8
2004-02-12,1.7,#N/A N/A,27.15,99.96,31.7982,4396,1157.76,8767.73,10737.7,4122.16
2004-02-13,1.695,#N/A N/A,26.95,99.3,31.5867,4377.7,1152.11,8725.04,10694.07,4121.65
2004-02-16,1.695,#N/A N/A,26.95,99.3,31.5867,4412,1152.11,8694.46,10694.07,4057.05
2004-02-17,1.6429,#N/A N/A,26.59,99.71,31.4521,4408.1,1145.81,8747.51,10627.85,4070.46
2004-02-18,1.6543,#N/A N/A,26.99,99.37,31.7694,4461.5,1156.99,8767.1,10714.88,4095.86
2004-02-19,1.6614,#N/A N/A,26.77,98.42,31.481,4442.9,1151.82,8717.83,10671.99,4095.34
2004-02-20,1.605,#N/A N/A,26.46,97.8,31.3368,4515.6,1147.06,8699.09,10664.73,4141.53
2004-02-23,1.6,#N/A N/A,26.57,97.31,31.4329,4515,1144.11,8641.93,10619.03,4073.35
2004-02-24,1.585,#N/A N/A,26.61,95.96,32.125,4524.3,1141,8609.62,10609.62,4068.71
2004-02-25,1.5971,#N/A N/A,26.88,96.79,31.9904,4496.8,1139.09,8604.99,10566.37,3991.42
2004-02-26,1.6293,#N/A N/A,26.7,96.54,31.6925,4507.5,1143.67,8637.32,10601.62,3995.34
2004-02-27,1.6457,#N/A N/A,26.5,96.79,31.4041,4515.9,1144.91,8737.84,10580.14,4007.81
2004-03-01,1.7086,#N/A N/A,26.53,96.5,31.2599,4492.2,1144.94,8788.49,10583.92,4018.16
2004-03-02,1.7157,#N/A N/A,26.7,97.04,31.5194,4537,1155.96,8874.67,10678.14,4054.43
2004-03-03,1.7007,#N/A N/A,26.39,96.82,31.2311,4540.1,1149.1,8808,10591.48,4100.34
2004-03-04,1.7086,#N/A N/A,26.37,96.84,31.5771,4525.1,1151.04,8795.69,10593.11,4071.7
2004-03-05,1.7971,#N/A N/A,26.37,96.39,31.6252,4559.1,1154.88,8773.27,10588,4133.78
2004-03-08,1.91,#N/A N/A,26.35,96.45,31.5002,4547.1,1156.87,8845.04,10595.55,4126.14
2004-03-09,1.8571,#N/A N/A,25.83,94.59,30.5966,4553.8,1147.21,8801.21,10529.48,4145.99
2004-03-10,1.9357,#N/A N/A,25.72,94.53,30.3371,4542,1140.58,8750.31,10456.96,4087.55
2004-03-11,1.9771,#N/A N/A,25.37,93.06,29.8949,4545.3,1123.89,8585.42,10296.89,4044.7
2004-03-12,1.9393,#N/A N/A,25.09,91.21,29.2413,4445.2,1106.78,8503.88,10128.38,3904.95
